City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Vostok,RU,46.4856,135.8833,0.34,94,100,2.55,overcast clouds
336,Castro,BR,-24.7911,-50.0119,75.56,53,0,6.42,clear sky
337,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,86,90,12.66,light snow
338,Haines Junction,CA,60.7522,-137.5108,-20.2,63,100,1.36,overcast clouds
339,Mildura,AU,-34.2,142.15,64.4,59,11,11.5,few clouds
340,Mayumba,GA,-3.432,10.6554,79.18,84,74,4.25,broken clouds
341,Kushmurun,KZ,52.4503,64.6311,35.29,98,100,13.58,light rain
342,Nuuk,GL,64.1835,-51.7216,17.6,73,20,13.8,few clouds
343,Narasannapeta,IN,18.4167,84.05,67.05,67,3,5.26,clear sky
344,Balkhash,KZ,46.844,74.9804,25.2,98,100,5.57,overcast clouds
345,Lebu,CL,-37.6167,-73.65,66.27,67,9,13.82,clear sky
346,Novyy Urengoy,RU,66.0833,76.6333,-24.14,86,100,3.29,overcast clouds
347,Deputatskiy,RU,69.3,139.9,-31.97,86,84,0.29,broken clouds
348,Halifax,CA,44.6453,-63.5724,39.0,65,75,12.66,broken clouds
349,Aksay,RU,47.26,39.87,28.0,74,75,17.9,broken clouds
350,Becal,MX,20.45,-90.0333,89.01,42,1,9.22,clear sky
351,Vardo,NO,70.3705,31.1107,26.6,93,75,12.66,light snow
352,Hirara,JP,24.8,125.2833,69.3,60,89,7.05,overcast clouds
353,Puerto Madero,MX,14.7208,-92.4215,86.0,58,75,5.75,broken clouds
354,Naze,JP,28.3667,129.4833,60.67,76,50,11.79,scattered clouds
355,Capitan Bado,PY,-23.2667,-55.5333,78.17,61,86,6.6,overcast clouds
356,San Andres,CO,12.5847,-81.7006,84.2,74,20,10.36,few clouds
357,Caravelas,BR,-17.7125,-39.2481,83.03,72,100,15.5,overcast clouds
358,Monroe,US,43.1501,-77.6831,36.0,64,75,20.71,broken clouds
359,Bandarbeyla,SO,9.4942,50.8122,74.46,70,5,11.95,clear sky
360,Flinders,AU,-34.5833,150.8552,73.0,85,100,3.0,moderate rain
361,Grindavik,IS,63.8424,-22.4338,37.4,81,75,18.41,broken clouds
362,Flin Flon,CA,54.7682,-101.865,-18.4,63,20,14.97,snow
363,Saint-Georges,GD,12.0564,-61.7485,84.2,61,20,23.02,few clouds
364,Salalah,OM,17.0151,54.0924,73.4,68,40,8.05,scattered clouds
365,Rudbar,AF,30.15,62.6,57.11,29,0,9.13,clear sky
366,Hailar,CN,49.2,119.7,-9.13,90,9,4.92,clear sky
367,Arani,IN,12.6667,79.2833,67.75,76,0,2.82,clear sky
368,Taoudenni,ML,22.6783,-3.9836,82.22,13,65,9.13,broken clouds
369,Fazilka,IN,30.4,74.0333,52.07,63,0,3.74,clear sky
370,Kirundo,BI,-2.5833,30.1667,69.8,64,75,6.91,light rain
371,Sorland,NO,67.667,12.6934,37.4,70,75,11.5,broken clouds
372,Hofn,IS,64.2539,-15.2082,36.34,80,100,11.61,overcast clouds
373,Makubetsu,JP,45.3714,141.8211,24.08,96,100,2.59,light snow
374,Labuhan,ID,-6.8844,112.2051,78.15,86,91,12.21,overcast clouds
375,Moose Factory,CA,51.2585,-80.6094,30.2,55,75,10.36,broken clouds
376,Conde,BR,-7.2597,-34.9075,86.0,58,0,10.36,clear sky
377,Komsomolets,KZ,53.7453,62.0708,35.69,98,100,12.44,overcast clouds
378,Stokmarknes,NO,68.5646,14.9108,32.0,74,40,3.44,light snow
379,Kenai,US,60.5544,-151.2583,7.0,78,1,5.61,clear sky
380,Nicolas Bravo,MX,18.45,-88.9167,82.4,65,40,16.11,scattered clouds
381,Bichena,ET,10.45,38.2,55.76,43,0,7.61,clear sky
382,Sambava,MG,-14.2667,50.1667,78.22,81,51,3.6,light rain
383,Mnogovershinnyy,RU,53.9353,139.9242,-15.02,90,100,4.32,overcast clouds
384,Yeniseysk,RU,58.4497,92.1703,2.59,94,99,3.33,overcast clouds
385,Barra Velha,BR,-26.6322,-48.6847,90.0,35,0,14.97,clear sky
386,Shubarkuduk,KZ,49.1447,56.4872,34.65,90,100,13.98,overcast clouds
387,Ngaoundere,CM,7.3167,13.5833,69.84,24,80,5.61,broken clouds
388,Camacha,PT,33.0833,-16.3333,57.2,67,20,20.71,few clouds
389,Adelaide,AU,-34.9333,138.6,64.4,82,75,21.85,light rain
390,Ouadda,CF,8.0777,22.4007,76.28,22,17,7.34,few clouds
391,Lagoa,PT,39.05,-27.9833,57.58,84,100,18.72,overcast clouds
392,Ixtapa,MX,20.7,-105.2,75.2,60,1,6.91,clear sky
393,Trairi,BR,-3.2778,-39.2689,84.31,61,0,12.71,clear sky
394,Puqi,CN,29.7167,113.8833,43.99,91,0,2.46,clear sky
395,Aragarcas,BR,-15.8975,-52.2508,89.6,58,40,4.61,scattered clouds
396,San Policarpo,PH,12.1791,125.5072,80.26,84,100,12.71,overcast clouds
397,Thompson,CA,55.7435,-97.8558,-13.0,70,90,14.97,snow
398,Krasnoselkup,RU,65.7,82.4667,-30.51,85,60,4.97,broken clouds
399,Kapoeta,SS,4.7717,33.5903,87.84,23,63,4.68,broken clouds
400,Los Llanos De Aridane,ES,28.6585,-17.9182,60.8,55,20,20.71,few clouds
401,Lompoc,US,34.6391,-120.4579,64.99,47,1,3.44,clear sky
402,Nambucca Heads,AU,-30.65,153.0,68.0,88,40,5.75,scattered clouds
403,Pimenta Bueno,BR,-11.6725,-61.1936,86.54,72,65,1.92,very heavy rain
404,Bin Qirdan,TN,33.1378,11.2197,69.93,24,0,10.13,clear sky
405,Soe,ID,-9.8607,124.284,66.87,100,100,3.76,overcast clouds
406,Mpika,ZM,-11.8343,31.4529,64.85,96,100,4.52,light rain
407,Vanderhoof,CA,54.0166,-124.0198,23.29,97,96,2.51,overcast clouds
408,Husavik,IS,66.0449,-17.3389,26.6,68,0,5.75,clear sky
409,Ak-Dovurak,RU,51.1833,90.6,12.4,85,100,1.07,overcast clouds
410,Gat,IL,31.61,34.7642,62.01,100,47,7.99,scattered clouds
411,Le Port,RE,-20.9373,55.2919,77.0,61,0,10.36,clear sky
412,Port Blair,IN,11.6667,92.75,78.53,79,1,7.29,clear sky
413,Cherskiy,RU,68.75,161.3,-15.18,77,0,3.76,clear sky
414,Sabaudia,IT,41.3003,13.0282,57.99,75,56,3.0,broken clouds
415,Kieta,PG,-6.2167,155.6333,80.17,80,80,4.85,light rain
416,Mitsamiouli,KM,-11.3847,43.2844,78.8,89,20,5.75,few clouds
417,Kahului,US,20.8947,-156.47,69.8,73,20,3.44,few clouds
418,Formosa,AR,-26.1775,-58.1781,85.55,35,17,8.68,few clouds
419,Mangaluru,IN,12.8667,74.8833,77.0,78,0,5.75,clear sky
420,Byron Bay,AU,-28.65,153.6167,69.8,94,75,1.99,broken clouds
421,Henties Bay,NA,-22.116,14.2845,64.99,89,18,3.0,few clouds
422,Papara,BR,-3.9839,-38.7273,84.2,70,40,17.27,scattered clouds
423,Mazagao,BR,-0.115,-51.2894,93.2,59,40,12.66,scattered clouds
424,Manggar,ID,-2.8833,108.2667,79.5,84,40,13.65,scattered clouds
425,Sakakah,SA,29.9697,40.2064,55.4,76,0,5.75,clear sky
426,Knysna,ZA,-34.0363,23.0471,66.2,94,75,4.61,broken clouds
427,Balaipungut,ID,1.05,101.2833,72.68,83,98,1.36,overcast clouds
428,Eyl,SO,7.9803,49.8164,73.08,76,1,12.5,clear sky
429,San Ignacio,BZ,17.1561,-89.0714,87.8,51,0,6.91,clear sky
430,Bowen,AU,-20.0167,148.2333,75.2,94,100,1.14,overcast clouds
431,Khani,GE,41.9563,42.9566,48.2,81,90,11.5,overcast clouds
432,Itarantim,BR,-15.6597,-40.0656,84.78,67,83,9.48,broken clouds
433,Myaundzha,RU,63.0494,147.1858,-14.28,86,100,2.84,overcast clouds
434,Carutapera,BR,-1.195,-46.02,84.87,59,35,9.73,scattered clouds
435,Pacific Grove,US,36.6177,-121.9166,60.01,54,1,4.61,clear sky
436,Rudnichnyy,RU,59.617,52.4703,23.13,98,100,9.19,snow
437,Assiniboia,CA,49.6334,-105.9845,-5.8,65,100,14.97,overcast clouds
438,Hambantota,LK,6.1241,81.1185,77.0,94,20,8.05,few clouds
439,Porto Novo,BJ,6.4965,2.6036,86.0,79,20,11.5,few clouds
440,Chimbote,PE,-9.0853,-78.5783,76.6,60,6,11.1,clear sky
441,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.76,85,100,3.58,overcast clouds
442,Yerbogachen,RU,61.2767,108.0108,-12.95,89,100,3.33,overcast clouds
443,Granadilla De Abona,ES,28.1188,-16.576,61.0,63,40,5.75,scattered clouds
444,Akdepe,TM,42.0551,59.3788,51.8,62,0,4.61,clear sky
445,Saint-Ambroise,CA,48.5501,-71.3324,30.0,74,100,6.91,overcast clouds
446,Saint-Joseph,RE,-21.3667,55.6167,80.6,61,20,4.61,few clouds
447,Ketchikan,US,55.3422,-131.6461,37.4,87,1,2.71,clear sky
448,Santa Maria,BR,-29.6842,-53.8069,75.2,53,75,6.91,broken clouds
449,Kruisfontein,ZA,-34.0033,24.7314,73.0,79,53,4.0,broken clouds
450,Silifke,TR,36.3778,33.9344,59.32,47,0,6.82,clear sky
451,Burdur,TR,37.7203,30.2908,42.8,75,0,8.05,clear sky
452,Verkhnyaya Inta,RU,65.9811,60.3094,-5.03,91,100,7.65,overcast clouds
453,Estelle,US,29.8458,-90.1067,54.0,76,90,6.91,overcast clouds
454,Wattegama,LK,6.7989,81.4808,77.0,94,20,8.05,few clouds
455,Poya,NC,-21.35,165.15,75.42,86,4,2.71,clear sky
456,Batagay-Alyta,RU,67.8006,130.4114,-29.16,83,100,1.14,overcast clouds
457,Rozhdestveno,RU,53.2375,50.0597,33.8,100,75,8.95,broken clouds
458,Veraval,IN,20.9,70.3667,70.02,36,0,16.71,clear sky
459,Jacmel,HT,18.2342,-72.5347,82.99,61,0,8.7,clear sky
460,Trinidad,BO,-14.8333,-64.9,87.8,55,40,13.8,scattered clouds
461,Nouadhibou,MR,20.931,-17.0347,66.2,72,0,12.66,clear sky
462,Turhal,TR,40.3875,36.0811,44.6,65,0,9.22,clear sky
463,Arlit,NE,18.7369,7.3853,72.59,18,0,7.18,clear sky
464,Morgan City,US,29.6994,-91.2068,51.8,66,90,12.66,light rain
465,Galeana,MX,24.8333,-100.0667,73.0,15,15,11.01,few clouds
466,Kambam,ID,5.2505,96.8629,77.0,83,100,4.38,overcast clouds
467,Kerema,PG,-7.9631,145.7785,79.34,76,91,3.83,overcast clouds
468,Roald,NO,62.5833,6.1333,26.6,50,0,11.5,clear sky
469,Dingli,MT,35.8614,14.3822,60.01,94,0,5.75,clear sky
470,Mopipi,BW,-21.1833,24.8833,81.63,60,74,7.05,broken clouds
471,Praia Da Vitoria,PT,38.7333,-27.0667,57.2,77,75,13.51,broken clouds
472,Kargil,IN,34.5667,76.1,-6.61,70,0,1.92,clear sky
473,Cravo Norte,CO,6.3017,-70.2041,95.18,37,97,12.48,overcast clouds
474,Altay,CN,47.8667,88.1167,17.44,85,100,3.06,overcast clouds
475,Berdigestyakh,RU,62.0989,126.6992,-39.62,78,52,4.68,broken clouds
476,Miyako,JP,39.6367,141.9525,37.22,84,100,7.99,overcast clouds
477,Katherine,AU,-14.4667,132.2667,73.4,100,40,6.91,scattered clouds
478,Verkhnevilyuysk,RU,63.4453,120.3167,-41.98,80,25,3.65,scattered clouds
479,Norman Wells,CA,65.282,-126.8329,-25.6,68,75,17.27,snow
480,Phimai,TH,15.2232,102.4947,73.99,73,0,8.28,clear sky
481,Seymchan,RU,62.8833,152.4333,-23.04,84,95,2.28,overcast clouds
482,Senno,RU,59.5336,33.9167,4.46,94,100,8.3,overcast clouds
483,Ogbomosho,NG,8.133,4.25,85.89,20,100,4.0,overcast clouds
484,Whitehorse,CA,60.7161,-135.0538,-13.0,70,20,0.87,few clouds
485,Misratah,LY,32.3754,15.0925,66.87,45,0,13.62,clear sky
486,Adamovka,RU,51.5223,59.9396,33.51,93,100,15.21,overcast clouds
487,Sulphur,US,30.2366,-93.3774,48.2,81,90,5.75,moderate rain
488,Vibo Valentia,IT,38.6996,16.1274,53.6,87,78,4.61,broken clouds
489,Ejido,VE,8.5514,-71.2375,77.4,55,100,5.39,overcast clouds
490,Pangody,RU,65.85,74.4859,-18.11,87,100,5.32,overcast clouds
491,Karratha,AU,-20.7377,116.8463,79.74,79,59,10.65,broken clouds
492,Nizhniy Tsasuchey,RU,50.5167,115.1333,-1.34,87,15,9.31,light snow
493,Olinda,BR,-8.0089,-34.8553,82.4,57,20,9.22,few clouds
494,Kuraymah,SD,18.55,31.85,64.31,32,0,12.33,clear sky
495,Fort Nelson,CA,58.8053,-122.7002,-13.0,64,75,10.36,light snow
496,Abai,PY,-26.0333,-55.9333,80.67,49,0,8.37,clear sky
497,Araripe,BR,-7.2125,-40.0461,91.11,28,13,8.86,few clouds
498,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,61,0,16.11,clear sky
499,Lieksa,FI,63.3167,30.0167,7.88,94,90,9.69,overcast clouds
500,Fairfield,US,41.2668,-73.3162,43.0,75,90,4.61,overcast clouds
501,Poso,ID,-1.3959,120.7524,76.39,83,100,4.79,overcast clouds
502,Richards Bay,ZA,-28.783,32.0377,74.97,93,27,3.2,scattered clouds
503,Ucluelet,CA,48.9329,-125.5528,48.2,93,40,2.3,scattered clouds
504,San Carlos De Bariloche,AR,-41.1456,-71.3082,97.0,6,0,12.66,clear sky
505,Fare,PF,-16.7,-151.0167,80.82,68,1,5.86,light rain
506,Riyadh,SA,24.6877,46.7219,71.6,17,0,9.22,clear sky
507,Kingaroy,AU,-26.5333,151.8333,59.0,100,36,5.75,scattered clouds
508,Falam,MM,22.9167,93.6833,48.74,63,0,2.73,clear sky
509,Nordhausen,DE,51.5167,10.8,39.0,99,100,1.01,overcast clouds
510,Biak,ID,-0.9131,122.8766,77.67,77,100,4.34,overcast clouds
511,San Carlos,VE,9.6612,-68.5827,96.51,32,99,2.57,overcast clouds
512,Nizwa,OM,22.9333,57.5333,57.47,52,0,2.08,clear sky
513,Yondo,CO,7.0062,-73.9097,97.25,43,100,1.45,overcast clouds
514,Lincoln,US,40.8,-96.667,27.0,54,90,10.36,overcast clouds
515,Ramotswa,BW,-24.8716,25.8699,68.0,100,90,2.3,light rain
516,Kungurtug,RU,50.5994,97.5228,-2.56,87,99,0.81,overcast clouds
517,Kawalu,ID,-7.3817,108.2082,72.1,90,78,3.13,broken clouds
518,Artvin,TR,41.1667,41.8333,51.8,76,75,17.27,light rain
519,Shihezi,CN,44.3,86.0333,13.39,94,25,2.01,scattered clouds
520,Krasnogorskoye,RU,52.2953,86.1979,24.55,98,100,2.3,light snow
521,Cessnock,AU,-32.8333,151.35,70.0,92,100,1.88,overcast clouds
522,Oum Hadjer,TD,13.2954,19.6966,74.93,18,0,12.17,clear sky
523,Champawat,IN,29.3333,80.1,36.37,99,63,4.79,broken clouds
524,Alexandria,EG,31.2156,29.9553,62.6,72,40,9.22,scattered clouds
525,Muskogee,US,35.5834,-95.3336,51.01,32,20,6.91,few clouds
526,Sawtell,AU,-30.3833,153.1,68.0,88,40,5.75,scattered clouds
527,Aksarka,RU,66.5606,67.7975,-19.89,88,100,11.14,light snow
528,Aswan,EG,24.0934,32.907,63.68,41,0,14.41,clear sky
529,Gari,RU,59.4307,62.3497,34.38,98,100,10.47,light rain
530,Smithers,CA,54.7804,-127.1743,28.4,86,75,4.61,broken clouds
531,Louros,GR,39.1628,20.7519,51.8,100,0,4.61,clear sky
532,Alyangula,AU,-13.8483,136.4192,78.8,94,90,10.36,light rain
533,Okhotsk,RU,59.3833,143.3,-1.1,86,100,9.06,overcast clouds
534,Liku,ID,-0.7275,119.8922,74.89,85,100,2.15,overcast clouds
535,Bogande,BF,12.9714,-0.1436,84.36,15,0,8.34,clear sky
536,Ballina,AU,-28.8667,153.5667,69.8,94,75,1.03,broken clouds
537,Portree,GB,57.4129,-6.1942,36.0,81,99,10.0,overcast clouds
538,Balagansk,RU,54.0103,103.0544,-2.96,91,85,2.53,overcast clouds
539,Mbarara,UG,-0.608,30.65,69.01,79,100,0.85,moderate rain
540,Panjab,AF,34.388,67.0233,10.89,51,0,1.95,clear sky
541,Orsha,BY,54.5153,30.4053,12.56,96,95,8.43,overcast clouds
542,Abrau-Dyurso,RU,44.69,37.59,32.0,80,17,2.24,few clouds
543,Daru,PG,-9.0763,143.2092,79.23,83,99,10.09,overcast clouds
544,Kudinovo,RU,54.9994,36.2533,8.6,85,100,8.95,overcast clouds
545,Srednekolymsk,RU,67.45,153.6833,-21.84,85,0,7.07,clear sky
546,Portland,US,45.5234,-122.6762,48.99,87,75,13.8,broken clouds
547,Garbolovo,RU,60.3413,30.4955,7.0,88,100,10.0,snow
548,Clifton,US,40.8584,-74.1638,46.4,70,75,4.61,broken clouds
549,Tynda,RU,55.1667,124.7167,-25.15,82,78,3.89,broken clouds
550,Severnyy-Kospashskiy,RU,59.0925,57.8008,35.01,100,100,5.99,light rain
551,Lander,US,42.833,-108.7307,34.0,37,75,3.44,broken clouds
552,Sohag,EG,26.557,31.6948,64.4,48,0,11.5,clear sky
553,Micheweni,TZ,-4.9667,39.8333,80.98,78,0,11.81,clear sky
554,Tommot,RU,58.9564,126.2925,-24.7,82,99,2.62,overcast clouds
555,Thinadhoo,MV,0.5333,72.9333,82.44,78,100,15.48,overcast clouds
556,Chipinge,ZW,-20.1883,32.6236,68.13,94,26,5.08,scattered clouds
557,Milton,US,34.1322,-84.3007,52.0,33,100,5.01,overcast clouds
558,Pervomayskoye,RU,43.919,46.7102,47.68,61,100,16.6,overcast clouds
559,Pampa,US,35.5362,-100.9599,53.6,28,1,6.91,clear sky
560,Maldonado,UY,-34.6667,-54.9167,73.4,56,40,17.27,scattered clouds
561,Bulawayo,ZW,-20.15,28.5833,68.16,87,82,7.61,light rain
562,Ciechocinek,PL,52.8791,18.7951,24.01,100,100,1.14,overcast clouds
563,Bull Savanna,JM,17.8868,-77.5902,80.8,73,8,17.18,clear sky
564,Hasaki,JP,35.7333,140.8333,37.4,87,75,5.75,broken clouds
565,Yuzhno-Kurilsk,RU,44.0306,145.8556,22.69,90,90,9.66,overcast clouds
566,Kahta,TR,37.7855,38.6237,42.8,65,0,9.22,clear sky
567,Kentau,KZ,43.5206,68.5094,41.88,63,100,7.27,overcast clouds
568,Inuvik,CA,68.3499,-133.7218,-31.0,68,97,1.14,overcast clouds
569,Yatou,CN,37.15,122.3833,40.08,84,0,12.12,clear sky
570,Maarianhamina,AX,60.0973,19.9348,8.6,92,75,1.14,light snow
571,Shaowu,CN,27.3409,117.4831,56.7,85,35,2.33,scattered clouds
572,Qixingtai,CN,30.4135,111.8874,42.01,96,0,3.13,clear sky
573,Channagiri,IN,14.0333,75.9333,68.36,51,0,2.01,clear sky
574,Porto Walter,BR,-8.2686,-72.7439,73.62,96,100,3.36,overcast clouds
575,Troitsko-Pechorsk,RU,62.7084,56.1964,7.45,95,100,7.11,overcast clouds
576,Gizo,SB,-8.103,156.8419,82.53,75,27,9.69,moderate rain
577,Ust-Koksa,RU,50.2696,85.6108,23.2,93,100,1.88,light snow
578,Mutare,ZW,-18.9707,32.6709,67.53,97,88,4.03,overcast clouds
579,Alofi,NU,-19.0595,-169.9187,75.2,100,100,9.22,moderate rain
580,Komsomolskiy,UZ,40.4272,71.7189,42.8,36,100,6.91,overcast clouds
581,Iguape,BR,-24.7081,-47.5553,80.55,66,5,12.5,clear sky
582,Anadyr,RU,64.75,177.4833,-0.4,71,0,17.9,clear sky
583,Mamlyutka,KZ,54.9375,68.5394,33.85,99,100,9.22,overcast clouds
584,Evensk,RU,61.95,159.2333,2.3,90,100,15.52,overcast clouds
585,Moa,CU,20.6569,-74.9403,80.4,71,100,12.3,overcast clouds
586,Luderitz,NA,-26.6481,15.1594,73.81,50,0,25.97,clear sky
587,Meulaboh,ID,4.1363,96.1285,77.18,86,0,4.03,clear sky
588,Llata,PE,-9.4167,-76.7833,63.07,54,65,8.23,broken clouds
589,Vila Velha,BR,-20.3297,-40.2925,89.01,74,75,18.41,broken clouds
590,Cap Malheureux,MU,-19.9842,57.6142,75.99,84,0,1.01,light rain
591,Esna,EG,25.2934,32.554,66.2,55,20,13.8,few clouds
592,Vanimo,PG,-2.6741,141.3028,78.01,83,100,5.32,overcast clouds
593,Jalu,LY,29.0331,21.5482,57.74,54,0,4.61,clear sky
594,Berwick,US,41.0545,-76.2333,45.0,57,98,3.0,overcast clouds
595,Lukovetskiy,RU,64.2956,41.9211,5.0,72,75,6.71,broken clouds
596,Dubti,ET,11.7361,41.0853,73.42,50,99,9.6,overcast clouds
597,Kidal,ML,18.4411,1.4078,76.03,16,67,8.57,broken clouds
598,Chatakonda,IN,17.55,80.65,66.04,76,0,6.29,clear sky
599,Harnai,PK,30.1005,67.9374,50.67,37,0,2.04,clear sky
600,Alihe,CN,50.5667,123.7167,-13.04,85,15,3.27,few clouds
601,Zhuanghe,CN,39.7008,122.9911,30.94,91,29,1.77,scattered clouds
602,Ilulissat,GL,69.2167,-51.1,8.6,40,1,16.11,clear sky
603,Bela,IN,25.9333,81.9833,59.31,74,73,5.03,broken clouds
604,Ponta Delgada,PT,37.7333,-25.6667,57.0,67,40,11.5,scattered clouds
605,Aykhal,RU,66.0,111.5,-34.6,81,56,3.36,broken clouds
606,Timra,SE,62.487,17.3257,19.99,86,10,11.5,clear sky
607,Indian Head,US,38.6001,-77.1622,57.2,35,20,12.66,few clouds
608,Barmer,IN,25.75,71.3833,57.6,34,0,5.91,clear sky
609,Taft,IR,31.7471,54.2088,53.6,19,0,6.91,clear sky
610,Baie-Saint-Paul,CA,47.4411,-70.4986,28.99,93,100,3.44,overcast clouds
611,Mishan,CN,45.55,131.8833,2.03,93,11,5.86,few clouds
612,Waipawa,NZ,-41.4122,175.5153,57.99,82,90,12.66,overcast clouds
613,Olsztyn,PL,53.7799,20.4942,10.4,100,0,1.14,fog
614,Buala,SB,-8.145,159.5921,80.24,78,20,10.16,light rain
615,Cabedelo,BR,-6.9811,-34.8339,86.0,58,0,10.36,clear sky
616,Barrhead,GB,55.7992,-4.3929,37.99,93,90,18.41,moderate rain
617,Xai-Xai,MZ,-25.0519,33.6442,79.02,85,100,9.82,overcast clouds
618,Ahuimanu,US,21.4447,-157.8378,69.8,64,20,6.8,few clouds
619,San Cristobal,VE,7.7669,-72.225,86.0,51,40,17.27,scattered clouds
620,Xiuyan,CN,40.2928,123.2744,24.76,95,65,1.28,broken clouds
621,Ullapool,GB,57.8987,-5.1604,36.0,70,100,21.0,overcast clouds
622,Matamoros,MX,25.5333,-103.25,77.0,14,1,9.73,clear sky
623,Ayagoz,KZ,47.9714,80.4392,18.14,92,100,6.24,overcast clouds
624,Sitges,ES,41.2351,1.8119,57.0,80,98,5.99,overcast clouds
625,Zhangjiakou,CN,40.81,114.8794,27.46,88,0,5.48,clear sky
626,Majene,ID,-3.5403,118.9707,77.72,82,100,5.1,overcast clouds
627,Rovnoye,RU,50.7765,46.0509,26.47,94,100,17.36,light snow
628,Maragogi,BR,-9.0122,-35.2225,82.83,66,0,13.22,clear sky
629,Alice Springs,AU,-23.7,133.8833,71.6,53,75,5.75,broken clouds
630,Villa Carlos Paz,AR,-31.4241,-64.4978,86.0,53,0,9.22,clear sky
631,Jhang,PK,33.6748,72.6963,51.01,73,0,2.21,clear sky
632,Saldanha,ZA,-33.0117,17.9442,66.2,77,0,11.5,clear sky
633,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,52,0,12.66,clear sky
634,Tonstad,NO,58.6626,6.7169,23.0,65,0,14.94,clear sky
635,Ambilobe,MG,-13.2,49.05,75.6,89,80,1.72,light rain
636,Vatutinki,RU,55.4983,37.3325,12.2,73,75,15.66,light snow
637,Copiapo,CL,-27.3667,-70.3333,69.8,56,0,13.8,clear sky
638,Safaga,EG,26.7292,33.9365,68.0,45,0,13.8,clear sky
639,Marapanim,BR,-0.7175,-47.6997,87.46,56,0,9.04,clear sky
640,Muriwai Beach,NZ,-36.8167,174.45,66.99,92,97,9.26,overcast clouds
641,Narbonne,FR,43.0833,2.8333,55.99,79,100,3.0,overcast clouds
642,Saint-Pierre,RE,-21.3393,55.4781,80.6,61,20,4.61,few clouds
643,Carauari,BR,-4.8828,-66.8958,80.73,92,100,4.47,overcast clouds
644,Dalby,AU,-27.1833,151.2667,64.99,87,0,4.25,clear sky
645,Rincon,US,32.296,-81.2354,62.6,72,90,11.5,overcast clouds
646,Spring Valley,US,36.108,-115.245,57.2,22,1,3.44,clear sky
647,Nokaneng,BW,-19.6667,22.2667,78.03,69,100,3.18,overcast clouds
648,Beian,NO,63.6559,9.5683,21.2,86,90,17.27,light snow
649,Christchurch,NZ,-43.5333,172.6333,55.99,93,100,5.75,overcast clouds
650,Caibarien,CU,22.5206,-79.4669,86.0,45,75,6.91,broken clouds
651,Tanout,NE,14.9709,8.8879,70.68,20,0,13.33,clear sky
652,Van Buren,US,35.4368,-94.3483,55.0,34,1,4.61,clear sky
653,Yumen,CN,40.2833,97.2,30.97,74,100,21.65,overcast clouds
654,Silca,HN,14.8333,-86.5333,86.0,58,40,1.14,scattered clouds
655,Mgachi,RU,51.05,142.2667,-10.37,87,100,3.71,overcast clouds
656,Belmonte,BR,-15.8631,-38.8828,86.0,79,75,13.8,broken clouds
657,Synya,RU,65.3718,58.0387,-6.36,91,92,5.53,overcast clouds
658,Davenda,RU,53.5556,119.317,-15.72,83,50,3.51,scattered clouds
659,Makakilo City,US,21.3469,-158.0858,69.8,64,40,6.85,scattered clouds
660,Hualmay,PE,-11.0964,-77.6139,75.81,64,100,11.07,overcast clouds
661,Amahai,ID,-3.3333,128.9167,79.29,79,89,5.12,overcast clouds
662,Nguruka,TZ,-5.1092,31.0419,68.83,89,100,2.3,overcast clouds
663,Pueblo,US,38.2545,-104.6091,45.0,28,1,11.5,clear sky
664,Oxford,GB,51.7522,-1.256,44.6,93,40,8.05,light rain
665,Camargo,MX,27.6667,-105.1667,68.81,23,0,3.47,clear sky
666,Muscat,OM,23.6139,58.5922,68.0,77,0,3.44,clear sky
667,Shingu,JP,33.7333,135.9833,46.04,71,99,4.54,overcast clouds
668,Tezu,IN,27.9167,96.1667,62.2,28,32,4.79,scattered clouds
669,Mathathane,BW,-22.2687,28.7495,79.07,70,23,18.52,moderate rain
670,Kavaratti,IN,10.5669,72.642,80.64,78,0,12.66,clear sky
671,Aasiaat,GL,68.7098,-52.8699,0.59,76,0,7.9,clear sky
672,Sturgeon Bay,US,44.8342,-87.377,14.0,73,90,16.11,haze
673,Cerrito,CO,6.8432,-72.694,77.0,73,75,6.91,broken clouds
674,Jacareacanga,BR,-6.2222,-57.7528,82.4,83,90,2.3,light rain
675,Carballo,ES,43.213,-8.691,50.0,85,100,7.0,overcast clouds
676,Antofagasta,CL,-23.65,-70.4,71.6,64,20,12.66,few clouds
677,Baghdogra,IN,26.7,88.3167,65.28,43,0,5.03,clear sky
678,Sakaiminato,JP,35.55,133.2333,48.2,66,75,13.8,broken clouds
679,Emerald,AU,-23.5333,148.1667,75.2,78,1,5.75,clear sky
680,Camudmud,PH,7.1761,125.6933,75.2,100,20,3.44,few clouds
681,Qui Nhon,VN,13.7667,109.2333,70.2,86,100,8.28,overcast clouds
682,Chifeng,CN,42.2683,118.9636,19.13,91,3,5.55,clear sky
